Fecha;PM10;PM2.5;Vel-viento;Precipitación;Dirección;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HR
12/01/2023 5:00;12;9;1,3;0,9;101;0;0,2;1,2;5,2;6,4;0;9,7;0;90
12/01/2023 6:00;8;6;1,3;0,8;101;0;0,2;3,5;7;10,5;0;9,7;0;90
12/01/2023 7:00;10;6;0,9;0,4;103;0;0,5;9,1;10,3;19,4;0;9,7;3;90
12/01/2023 8:00;18;5;0,8;0;100;0;0,8;19,8;13,9;33,8;0;10,2;29;90
12/01/2023 9:00;19;14;0,5;0;106;0;1;28,4;22,2;50,6;0;11,8;98;84
12/01/2023 10:00;0;22;0,8;0;103;6,4;0,7;20;21,1;41;0;13,6;176;73
12/01/2023 11:00;17;10;0,6;0;53;6,2;0,5;9;15,7;24,7;0;15,1;235;65
12/01/2023 12:00;24;10;0,8;0;345;6,7;0,5;6,9;17,8;24,6;0;15,9;194;62
12/01/2023 13:00;11;11;0,8;0;117;7,7;0,4;4,2;12,5;16,7;0;15,7;180;62
12/01/2023 14:00;13;6;1,9;0;127;8,1;0,3;3,1;6,8;10;0;15,7;225;63
12/01/2023 15:00;12;7;2,2;0;121;7,8;0,3;3,7;6,7;10,5;0;15,7;204;63
12/01/2023 16:00;9;6;2,1;0;125;7,4;0,3;4,6;7,2;11,8;0;15,6;178;63
12/01/2023 17:00;14;4;1,9;0;124;7,4;0,4;5;8,1;13,1;0;15,8;149;61
12/01/2023 18:00;12;5;1,8;0;121;6,8;0,4;5,8;9,6;15,3;0;15,5;88;62
12/01/2023 19:00;17;11;1,9;0;138;6,2;0,5;6,4;10,4;16,8;0;14,3;22;66
12/01/2023 20:00;21;6;1,4;0;138;4,5;0,7;10,2;14,1;24,3;0;13,5;0;69
12/01/2023 21:00;12;11;1,1;0;142;4;0,7;10,8;14,1;24,9;0;13,1;0;69
12/01/2023 22:00;11;9;1,3;0;161;5,6;0,4;5,5;9,4;14,9;0;12,8;0;69
12/01/2023 23:00;27;3;0,9;0;138;3,7;0,5;8,3;12,1;20,3;0;12,1;0;72
13/01/2023 0:00;26;12;1,3;0;105;0,4;0,6;11;14,4;25,4;0;11,5;0;78
13/01/2023 1:00;21;12;1,5;0;106;0;0,4;6,8;11,9;18,6;0;11,1;0;80
13/01/2023 2:00;20;8;1,6;0;108;0,1;0,4;3,6;9,4;13;0;10,9;0;82
13/01/2023 3:00;18;11;1,4;0;107;0;0,3;2,6;8,1;10,7;0;10,9;0;82
13/01/2023 4:00;22;9;1,3;0;106;0;0,3;3;7,7;10,7;0;10,8;0;82
13/01/2023 5:00;18;6;1,5;0;106;0;0,3;4,4;7,2;11,5;0;10,6;0;83
13/01/2023 6:00;32;11;1,5;0;107;0;0,4;10,3;7,7;18;0;10,5;0;83
13/01/2023 7:00;40;10;1,3;0;111;0;0,6;21;9,1;30,2;0;10,4;3;83
13/01/2023 8:00;38;22;1,2;0;111;0;0,8;27,7;10;37,7;0;10,8;35;82
13/01/2023 9:00;43;11;0,4;0;117;1,6;0,8;26,8;16,4;43,2;0;13;135;73
13/01/2023 10:00;0;32;0,6;0;176;4,8;0,7;17,1;17,9;35;0;15,4;302;63
13/01/2023 11:00;0;10;1,5;0;149;7,4;0,4;6,3;9,4;15,7;0;17,5;509;54
13/01/2023 12:00;0;10;1,7;0;130;8,3;0,2;2,5;5,3;7,8;0;18,9;636;49
13/01/2023 13:00;12;12;2;0;120;8,4;0,2;2,3;4,9;7,3;0;18,6;579;50
13/01/2023 14:00;9;8;2,4;0;119;8,6;0,2;2,2;4,5;6,7;0;18,5;524;50
13/01/2023 15:00;13;2;2,8;0;117;9;0,2;2,3;4,4;6,7;0;19,2;581;48
13/01/2023 16:00;20;17;3,3;0;113;9;0,2;2,7;5,1;7,8;0;18,3;383;52
13/01/2023 17:00;46;6;1,2;0;88;8,6;0,4;2,5;11,7;14,1;0;15,9;99;65
13/01/2023 18:00;34;24;0,6;0;338;7,2;0,6;3,7;17,7;21,4;0;14,6;39;72
13/01/2023 19:00;29;16;0,8;0;104;4,2;0,7;6,5;17,4;23,9;0;14,1;15;70
13/01/2023 20:00;10;10;1,3;0;92;3,3;0,7;7,3;15,6;22,9;0;13,7;0;71
13/01/2023 21:00;14;11;1,1;0;81;3,2;0,6;6,8;15,7;22,5;0;13,3;0;73
13/01/2023 22:00;30;12;0,7;0;80;1,7;0,6;8,6;17,7;26,3;0;13;0;75
13/01/2023 23:00;16;16;1,1;0;92;3,2;0,5;7,1;14,4;21,5;0;12,8;0;74
14/01/2023 0:00;14;14;1,2;0;99;4,1;0,4;3,2;10,8;14;0;12,6;0;74
14/01/2023 1:00;25;8;0,5;0;328;2,4;0,4;3,7;13,2;16,9;0;12,2;0;79
14/01/2023 2:00;18;18;0,9;0,1;304;3;0,3;2,6;14,7;17,3;0;11,6;0;84
14/01/2023 3:00;13;5;0,2;0,1;221;3,2;0,3;0,7;14,6;15,3;0;11,2;0;87
14/01/2023 4:00;26;6;0,3;0;125;1,6;0,3;1,2;12;13,3;0;11,1;0;88
14/01/2023 5:00;20;20;1;0;105;0,9;0,2;2,5;7,7;10,3;0;10,8;0;86
14/01/2023 6:00;16;6;1,5;0;108;0,7;0,2;4,2;6,8;11;0;10,3;0;85
14/01/2023 7:00;26;12;1,9;0;107;0,5;0,3;8,5;7,6;16,1;0;10;4;83
14/01/2023 8:00;27;18;1,6;0;107;0,2;0,5;16,1;9,1;25,2;0;10,3;29;81
14/01/2023 9:00;43;19;0,7;0;108;1;0,7;22,5;15,1;37,5;0;12,4;117;76
14/01/2023 10:00;41;31;0,2;0;298;4,3;0,7;19,5;19,2;38,7;0;15,9;341;66
14/01/2023 11:00;42;36;0,8;0;275;9;0,6;10,3;16,8;27;0;18,8;590;54
14/01/2023 12:00;38;29;0,9;0;268;13;0,5;5,2;15,8;21;0;19,9;578;48
14/01/2023 13:00;31;22;0,3;0;309;16,8;0,5;2,9;15,3;18,2;0;20,7;473;44
14/01/2023 14:00;55;15;1,2;0,2;319;16,9;0,5;1,9;16;17,9;0;19,7;319;51
14/01/2023 15:00;42;19;0,6;6,6;40;13,6;0,6;2,4;18;20,3;0;15,7;105;71
14/01/2023 16:00;41;21;1,4;6,4;75;10,1;0,7;4,1;20,6;24,7;0;14,1;129;82
14/01/2023 17:00;41;36;1,6;0,1;342;7,2;0,7;4,1;22,8;26,9;0;14,6;126;82
14/01/2023 18:00;18;17;1,6;0,4;322;6,9;0,6;1,8;20,8;22,6;0;13,9;24;82
14/01/2023 19:00;26;13;0,8;0,5;320;6,5;0,6;1,6;20,8;22,4;0;13,1;3;83
14/01/2023 20:00;27;11;0,8;0,1;96;3,9;0,8;6,3;24,1;30,4;0;12,7;0;86
14/01/2023 21:00;23;12;1,6;1,6;106;2,1;0,9;8,4;22,1;30,5;0;12,4;0;87
14/01/2023 22:00;22;11;0,9;2,8;94;0;0,7;4,6;19,3;23,9;0;12;0;89
14/01/2023 23:00;15;15;0,3;1,2;85;0;0,6;2;19,6;21,6;0;11,5;0;91
15/01/2023 0:00;15;13;0,9;0,2;111;0;0,5;1,3;16,6;18;0;11,4;0;91
15/01/2023 1:00;10;7;1,4;2;103;0;0,3;1,1;10,9;12;0;11,1;0;90
15/01/2023 2:00;13;13;1;3;88;0;0,2;0,6;8,7;9,3;0;10,5;0;91
15/01/2023 3:00;10;10;1;1,3;89;0;0,2;0,4;7,9;8,3;0;10,2;0;91
15/01/2023 4:00;11;9;1,2;0,1;105;0;0,2;0,4;5,8;6,2;0;9,8;0;90
15/01/2023 5:00;7;7;1,4;0;109;0;0,1;0,5;5;5,5;0;9,4;0;89
15/01/2023 6:00;13;6;1,6;0;108;0;0,2;1;5,7;6,7;0;9,5;0;87
15/01/2023 7:00;9;4;1,4;0;108;0;0,2;3,1;8,1;11,3;0;9,9;7;86
15/01/2023 8:00;17;7;0,7;0;101;0;0,4;8,7;15,7;24,4;0;11,1;90;83
15/01/2023 9:00;16;9;0,8;0;39;0;0,5;9,7;18,7;28,4;0;13,4;247;75
15/01/2023 10:00;13;12;1,4;0;45;0;0,5;6,4;16;22,3;0;15,4;407;68
15/01/2023 11:00;17;17;1;0;61;0;0,5;4,4;14,2;18,6;0;16,8;432;62
15/01/2023 12:00;9;9;0,3;0;101;0;0,4;2,3;9,9;12,3;0;18,8;559;54
15/01/2023 13:00;0;15;0,5;0;110;0;0,3;1,6;7,1;8,7;0;20,9;782;45
15/01/2023 14:00;23;2;0,2;0;71;0;0,3;1,8;8;9,8;0;21;533;44
15/01/2023 15:00;46;13;1,9;0;301;0;0,4;1,8;11,3;13;0;19;207;57
15/01/2023 16:00;40;26;2,2;12,8;314;0;0,4;1;13,7;14,7;0;15,8;87;76
15/01/2023 17:00;27;18;0,8;21,2;349;0;0,5;1,3;16,1;17,5;0;13,2;27;88
15/01/2023 18:00;27;15;0,5;8,4;81;0;0,7;3,6;19,7;23,3;0;12,8;37;90
15/01/2023 19:00;32;19;1;0,1;100;0;0,8;6,1;19,7;25,7;0;12,6;16;89
15/01/2023 20:00;18;12;1,5;0;91;0;0,7;6;14,7;20,8;0;12,2;0;86
15/01/2023 21:00;17;15;1,4;0;89;4,9;0,5;3,8;13;16,8;0;12,3;0;81
15/01/2023 22:00;21;9;0,9;0,1;100;4,5;0,5;3,3;16,2;19,6;0;12,3;0;80
15/01/2023 23:00;22;14;0,7;0,1;79;2,6;0,6;3,7;21,1;24,8;0;12;0;85
16/01/2023 0:00;10;9;0,6;0;43;3,3;0,5;1,8;21,5;23,3;0;11,6;0;87
16/01/2023 1:00;13;11;0,3;0;6;5,1;0,4;0,5;19;19,5;0;11,2;0;85
16/01/2023 2:00;17;7;0;0;181;4,7;0,4;0,6;18,1;18,7;0;11,1;0;84
16/01/2023 3:00;14;10;0,3;0;139;3;0,4;0,7;16,4;17,1;0;10,7;0;87
16/01/2023 4:00;22;11;0,2;0;143;1,8;0,4;2,1;16,4;18,5;0;10,5;0;89
16/01/2023 5:00;24;13;0,1;0;116;0,6;0,4;6,7;19,4;26,1;0;10,5;0;90
16/01/2023 6:00;31;19;0,2;0;101;0;0,5;14;19,5;33,5;0;10,2;0;90
16/01/2023 7:00;23;22;0,7;0;107;0,3;0,6;17,9;16,3;34,1;0;9,5;7;90
16/01/2023 8:00;20;13;0,8;0;104;1,7;0,7;15,6;15,2;30,8;0;10,1;62;85
16/01/2023 9:00;48;18;0,2;0;258;0;0,7;15,3;18,7;34;0;13,4;256;72
16/01/2023 10:00;0;36;0,6;0;107;0;0,3;6,1;11,2;17,3;0;17,2;544;56
16/01/2023 11:00;16;16;1,7;0;105;25;0,2;2,6;6,3;8,9;0;18,6;691;45
16/01/2023 12:00;12;12;1,9;0;108;10,6;0,2;1,9;5;7;0;19,3;772;40
16/01/2023 13:00;11;8;2,4;0;112;11,1;0,2;2;4,9;6,9;0;20;807;38
16/01/2023 14:00;27;6;1,3;0;115;11,8;0,2;2,3;6,5;8,8;0;19,9;650;42
16/01/2023 15:00;38;17;1,1;0;298;0;0,3;2,5;9,9;12,4;0;19,3;423;52
16/01/2023 16:00;44;18;2,2;0;306;0;0,3;2,5;13,7;16,2;0;17,4;209;64
16/01/2023 17:00;35;19;1,9;0;298;0;0,4;2,9;15,2;18,2;0;16,5;163;68
16/01/2023 18:00;32;12;1,4;0;290;0;0,4;2,3;15,1;17,4;0;16,3;126;66
16/01/2023 19:00;52;15;1,1;0;313;7,5;0,6;1,3;23,1;24,4;0;14,6;19;72
16/01/2023 20:00;48;26;0,4;0;44;2,8;1;7,4;29,2;36,6;0;13,4;0;79
16/01/2023 21:00;38;24;1,5;0;102;1,3;1;10,7;23;33,7;0;12,9;0;81
16/01/2023 22:00;31;21;1,6;0;105;2,6;0,7;6,8;17,2;24,1;0;12,6;0;80
16/01/2023 23:00;45;13;1,4;0;105;1,6;0,7;8,2;18,2;26,3;0;12,5;0;81
17/01/2023 0:00;43;18;1,1;0;107;0,1;0,8;10,5;20,4;30,9;0;12,3;0;82
17/01/2023 1:00;51;22;0,4;0;95;0;0,7;9;22,4;31,4;0;12,2;0;82
17/01/2023 2:00;50;31;0,1;0;348;0,9;0,6;4,7;26,7;31,3;0;12;0;81
17/01/2023 3:00;37;34;0;0;134;2,9;0,5;1,6;24,8;26,4;0;11,8;0;81
17/01/2023 4:00;39;27;0,1;0;41;3,4;0,4;1;21,4;22,4;0;11,7;0;83
17/01/2023 5:00;53;33;0,2;0;11;0;0,4;4;23,8;27,7;0;11,3;0;85
17/01/2023 6:00;41;31;0,5;0;101;0;0,5;9,6;18,3;28;0;10,8;0;85
17/01/2023 7:00;48;28;0,8;0;106;0;0,7;19,9;12,5;32,4;0;10,4;7;85
17/01/2023 8:00;63;30;0,6;0;96;0;1;33,9;16,5;50,3;0;10,8;40;84
17/01/2023 9:00;97;31;0,3;0;86;0;1,4;43,5;27,6;71;0;12,4;122;79
17/01/2023 10:00;128;50;0,4;0;12;5,2;1,7;39,7;43,8;83,6;0;14,3;183;72
17/01/2023 11:00;79;72;0,5;0;335;7,8;1,4;23,2;44;67,2;0;16;265;64
17/01/2023 12:00;86;46;0,9;0;308;12,1;0,9;9,5;33,1;42,6;0;17,3;277;59
17/01/2023 13:00;0;53;0,9;0,5;303;12,8;0,6;4;23,3;27,2;0;16,8;139;61
17/01/2023 14:00;21;21;0,2;1,2;89;9,3;0,5;3,4;15,7;19,2;0;14,3;67;73
17/01/2023 15:00;31;8;0,7;1,7;108;6,6;0,6;7,4;18,9;26,3;0;13,2;152;82
17/01/2023 16:00;21;21;0,2;1;211;8,8;0,6;7;19,7;26,7;0;15,3;231;74
17/01/2023 17:00;32;23;0,3;3,6;305;11,2;0,4;2,8;16,3;19,1;0;16,1;142;68
17/01/2023 18:00;22;14;0,8;11,3;105;8,8;0,5;3,9;16;20;0;13,7;44;79
17/01/2023 19:00;24;13;2,2;7,4;111;5,8;0,8;7,7;16,6;24,3;0;12,1;8;85
17/01/2023 20:00;19;14;2,1;0;108;5,1;0,9;9,1;17,9;27;0;12,1;0;81
17/01/2023 21:00;18;8;1,5;0;105;3,4;0,9;12,1;19,6;31,7;0;12;0;81
17/01/2023 22:00;24;12;1,1;0;104;1,1;0,9;15,4;18,6;34;0;11,3;0;85
17/01/2023 23:00;20;12;1,4;0;108;0,5;0,7;12,4;15,2;27,6;0;10,5;0;87
18/01/2023 0:00;21;16;2;0;107;1,1;0,5;7;12,6;19,6;0;10,2;0;86
18/01/2023 1:00;22;10;1,8;0;106;1,9;0,4;3,3;11,8;15,1;0;9,8;0;85
18/01/2023 2:00;21;17;1,6;0;103;2,8;0,4;1,2;11,5;12,7;0;9,8;0;84
18/01/2023 3:00;17;10;1,7;0;104;2,7;0,4;0,6;9,8;10,4;0;9,9;0;83
18/01/2023 4:00;30;13;1,6;0;110;1,8;0,4;1,2;9,1;10,3;0;9,6;0;85
18/01/2023 5:00;18;15;1,7;0;102;2,1;0,4;1,9;10,9;12,8;0;9,2;0;85
18/01/2023 6:00;26;22;1,8;0;95;3,5;0,5;4,6;13,9;18,5;0;9,2;0;83
18/01/2023 7:00;41;17;1,3;0;104;2,3;0,8;18,8;17,6;36,4;0;9,5;4;83
18/01/2023 8:00;30;22;0,8;0;101;1;1;24;18,8;42,8;0;10,3;27;82
18/01/2023 9:00;25;16;1,2;0;109;5,1;0,7;12,7;15,4;28,1;0;12,3;122;73
18/01/2023 10:00;11;6;1,7;0;120;10,9;0,4;5,5;10,9;16,3;0;15,3;366;58
18/01/2023 11:00;12;12;1,6;0;111;13,5;0,3;2,8;7,7;10,5;0;17,5;591;49
18/01/2023 12:00;14;12;1,6;0;99;13,4;0,3;1,9;6,4;8,2;0;18,4;545;46
18/01/2023 13:00;27;8;0,3;0;27;14,6;0,3;2;8,8;10,7;0;19,4;480;45
18/01/2023 14:00;53;17;1,5;0;299;17,8;0,5;2,1;14,3;16,4;0;19,3;373;49
18/01/2023 15:00;41;29;1,9;0,5;301;17,9;0,5;1,6;16;17,6;0;17,5;180;60
18/01/2023 16:00;46;29;1,4;11,6;317;15;0,5;1,5;16,2;17,7;0;15,5;106;71
18/01/2023 17:00;23;23;1,3;24;87;12,7;0,5;2,7;17,1;19,7;0;12,1;52;83
18/01/2023 18:00;16;12;2,4;12,7;101;10,2;0,6;3,8;17;20,7;0;10,2;18;89
18/01/2023 19:00;20;11;1,9;0,1;96;6,1;0,9;7,7;17,1;24,8;0;10,6;6;89
18/01/2023 20:00;21;19;2;0;105;2,4;1,2;16,3;16,1;32,4;0;10,7;0;87
18/01/2023 21:00;17;10;1,6;0;104;1,7;1,1;17,3;18,1;35,4;0;10,9;0;86
18/01/2023 22:00;30;15;0,7;0;101;1,2;1;17,4;21,3;38,7;0;11,1;0;85
18/01/2023 23:00;0;27;0,8;0;111;0,6;0,9;15,8;19,5;35,3;0;10,9;0;86
19/01/2023 0:00;17;17;1,3;0;106;1,1;0,6;8,1;16,7;24,8;0;10,8;0;86
19/01/2023 1:00;20;6;1,6;0;108;1,3;0,5;4;13,9;17,9;0;10,5;0;87
19/01/2023 2:00;18;8;1,6;0;108;2,1;0,3;1,5;9,5;11,1;0;10;0;87
19/01/2023 3:00;15;15;1,8;0;109;3,5;0,2;1;6,8;7,8;0;9,2;0;87
19/01/2023 4:00;11;10;2,1;0;110;4,6;0,2;0,7;5,1;5,8;0;8,5;0;86
19/01/2023 5:00;18;11;1,9;0;109;4,4;0,2;2,5;6,7;9,1;0;8,4;0;85
19/01/2023 6:00;23;11;1,8;0;110;2,3;0,3;8,9;10,8;19,7;0;8,3;0;86
19/01/2023 7:00;27;19;1,8;0;109;1;0,5;15,7;13,2;28,9;0;8,3;6;87
19/01/2023 8:00;38;14;1,2;0;110;1;0,8;24,4;18,5;43;0;9,5;57;84
19/01/2023 9:00;45;30;0,7;0;101;0;1;27,7;22,6;50,4;0;11;108;80
19/01/2023 10:00;78;25;0,2;0;81;5,3;1,3;31,6;34,9;66,4;0;13,3;231;73
19/01/2023 11:00;59;50;1,2;0;39;9,5;1,3;20,7;43;63,8;0;16,6;489;60
19/01/2023 12:00;39;39;0,7;0;29;9,7;1,1;14,9;37,5;52,5;0;17,4;496;57
19/01/2023 13:00;37;25;0,4;0;340;0;0,7;6;26,5;32,5;0;18,9;501;51
19/01/2023 14:00;49;18;0,5;1,6;319;0;0,6;3,2;23,5;26,6;0;18,5;305;52
19/01/2023 15:00;33;20;1,2;4,7;115;0;0,5;2,4;20,2;22,6;0;15,2;83;68
19/01/2023 16:00;22;22;3;8,4;115;0;0,4;3,8;13,7;17,4;0;12,6;52;80
19/01/2023 17:00;12;9;2,1;8,8;104;0;0,4;4,7;14,8;19,5;0;12,1;29;82
19/01/2023 18:00;27;9;0,5;5,8;98;0;0,7;11,1;23,8;34,9;0;11,4;8;86
19/01/2023 19:00;24;23;0,2;3,1;121;0;1,1;18,4;26,8;45,2;0;10,9;2;91
19/01/2023 20:00;16;13;1,4;0,6;91;3,5;0,9;13,6;20;33,6;0;10,8;0;89
19/01/2023 21:00;16;13;1,7;0,1;94;4,1;0,7;9,8;18,1;27,9;0;11;0;84
19/01/2023 22:00;16;15;1,4;0,2;99;2,5;0,7;10,3;17,5;27,8;0;10,8;0;86
19/01/2023 23:00;21;17;1,4;0,2;103;1,3;0,6;9,5;13,9;23,4;0;10,2;0;89
20/01/2023 0:00;12;7;1,6;0;105;1,7;0,4;7,1;11,2;18,3;0;9,9;0;88
20/01/2023 1:00;15;15;1,8;0;107;2,5;0,3;3;8,3;11,3;0;9,8;0;87
20/01/2023 2:00;17;17;1,7;0;108;2,2;0,3;1,7;8,2;9,9;0;9,6;0;87
20/01/2023 3:00;11;10;1,7;0;107;1,9;0,3;1,4;9,7;11,1;0;9,3;0;86
20/01/2023 4:00;16;13;1,6;0;105;1,8;0,3;1,3;10,8;12,1;0;9,4;0;85
20/01/2023 5:00;21;15;1,4;0;108;1,1;0,4;4,4;12,4;16,8;0;9,5;0;85
20/01/2023 6:00;36;4;1,3;0;111;0,2;0,6;14,2;14,6;28,8;0;9,7;0;85
20/01/2023 7:00;24;0;1,8;0,1;115;1,6;0,6;15,7;14,1;29,8;0;10,1;14;83
20/01/2023 8:00;13;11;2,5;0,1;111;5,8;0,5;6,6;10,7;17,3;0;10,7;58;79
20/01/2023 9:00;14;4;2,8;0;112;8,8;0,3;3,2;8,2;11,4;0;11;84;78
20/01/2023 10:00;16;8;3,3;0;117;9,9;0,3;3,3;6,8;10,1;0;11,6;183;73
20/01/2023 11:00;14;0;3,7;0;114;10,9;0,3;3;5,7;8,7;0;13,6;435;64
20/01/2023 12:00;17;16;3,8;0;115;11,8;0,3;2,7;5,1;7,9;0;15,3;636;59
20/01/2023 13:00;23;14;3,5;0;115;12,8;0,3;2,5;5,2;7,7;0;16,2;651;56
20/01/2023 14:00;13;12;2;0;111;13,8;0,3;2;5,9;7,9;0;17,3;526;52
20/01/2023 15:00;23;8;1,1;0;138;13,2;0,3;2,5;7,4;10;0;17,2;270;53
20/01/2023 16:00;20;20;1,8;0,1;138;11;0,4;3,5;9,1;12,6;0;14,8;56;63
20/01/2023 17:00;19;6;1,8;0,1;128;9,1;0,4;4,5;10,4;14,9;0;13,3;39;69
20/01/2023 18:00;21;5;1,9;0;118;9;0,5;5;11,8;16,8;0;13,3;39;68
20/01/2023 19:00;22;17;2,2;0;110;8,1;0,6;6,2;13,3;19,6;0;12,3;7;70
20/01/2023 20:00;25;10;1,9;0;106;5,7;0,8;9,1;15,9;25;0;11,5;0;72
20/01/2023 21:00;20;11;1,6;0;105;4,3;0,8;9;16,2;25,2;0;11,6;0;72
20/01/2023 22:00;23;14;1;0;107;2,7;0,7;9,5;17,2;26,8;0;11,5;0;73
20/01/2023 23:00;16;16;1,3;0;110;3,1;0,6;8,5;15,2;23,7;0;11;0;76
21/01/2023 0:00;17;10;1,5;0;112;4,9;0,4;3,9;11,1;15;0;10,5;0;79
21/01/2023 1:00;11;11;0,8;0;116;5,5;0,3;1,7;9,5;11,2;0;10,6;0;79
21/01/2023 2:00;10;10;1,4;0;108;7,1;0,3;0,7;6,1;6,8;0;11;0;77
21/01/2023 3:00;10;9;2;0;97;9,3;0,2;0,4;4,1;4,5;0;10,8;0;76
21/01/2023 4:00;0;20;1,2;0;94;7,9;0,2;0,6;7,4;8;0;10,3;0;78
21/01/2023 5:00;20;15;0,6;0;107;5,5;0,3;1,5;11,5;12,9;0;10;0;79
21/01/2023 6:00;19;7;1,1;0;106;5,9;0,3;3,6;12,7;16,4;0;10;0;77
21/01/2023 7:00;18;7;1,4;0;111;7,4;0,4;4,5;12,5;17;0;9,8;6;76
21/01/2023 8:00;12;7;1,6;0;99;9;0,4;3,9;11,1;15;0;10,2;88;69
21/01/2023 9:00;20;8;2,2;0;107;10,8;0,3;3,2;8,4;11,7;0;11,7;236;62
21/01/2023 10:00;23;16;2,8;0;115;12,2;0,3;2,7;6,1;8,8;0;13,1;343;61
21/01/2023 11:00;14;8;2,8;0;110;13;0,3;3;6,5;9,5;0;14,9;551;55
21/01/2023 12:00;16;11;1,7;0;108;14,6;0,3;2,1;6,1;8,2;0;17,3;762;48
21/01/2023 13:00;19;16;0,6;0;64;16,2;0,3;1,2;6,7;7,9;0;18,6;624;44
21/01/2023 14:00;17;17;0,5;0;69;16,8;0,3;1,3;8;9,3;0;18,9;398;43
21/01/2023 15:00;14;13;1,2;0;121;15,1;0,3;2;7,6;9,6;0;18,7;286;44
21/01/2023 16:00;17;10;1,9;1,8;131;12,6;0,4;2,8;7,6;10,4;0;16,3;131;56
21/01/2023 17:00;20;6;1,9;2,3;143;10,6;0,4;3,9;9,7;13,6;0;13,7;40;68
21/01/2023 18:00;20;10;2,1;0,6;128;9,2;0,5;5;11,5;16,5;0;13;22;69
21/01/2023 19:00;14;6;2,1;0,1;114;7,8;0,6;6,3;14,3;20,6;0;12,5;4;69
21/01/2023 20:00;16;10;2;0;110;6,8;0,6;7;14,5;21,5;0;12;0;69
21/01/2023 21:00;18;15;2,6;0;109;6,5;0,5;5,8;10,7;16,5;0;11,3;0;72
21/01/2023 22:00;14;14;2,6;0;106;5,4;0,5;5;9,1;14;0;10,5;0;74
21/01/2023 23:00;21;14;2,1;0;106;4,6;0,5;5;10,6;15,6;0;10,4;0;75
22/01/2023 0:00;16;11;1,6;0;109;5,1;0,4;4;10,9;14,9;0;10,4;0;75
22/01/2023 1:00;17;17;1,7;0;106;5,4;0,3;2,5;8,8;11,3;0;10;0;77
22/01/2023 2:00;16;10;1,6;0;106;5,4;0,3;1,5;8;9,4;0;9,4;0;78
22/01/2023 3:00;19;13;1,1;0;123;4,2;0,4;5,1;11,8;16,8;0;8,8;0;80
22/01/2023 4:00;0;17;1,5;0;114;7,4;0,4;4,8;10,6;15,4;0;9,3;0;75
22/01/2023 5:00;17;7;1,4;0;102;10,4;0,2;1,1;7,5;8,6;0;9,8;0;71
22/01/2023 6:00;23;13;0,5;0;121;6,6;0,4;5;12,6;17,5;0;9,3;0;75
22/01/2023 7:00;17;15;0,5;0;142;7,7;0,4;4,9;12,4;17,3;0;9,6;5;73
22/01/2023 8:00;14;2;0,5;0;148;11,7;0,2;1,1;7,3;8,4;0;10,7;64;67
22/01/2023 9:00;9;5;0,8;0;123;12;0,2;1,7;5,8;7,5;0;12,3;183;60
22/01/2023 10:00;16;16;2,2;0;109;12,1;0,3;2,2;5,1;7,4;0;14,2;396;53
22/01/2023 11:00;14;5;3,3;0;108;12,7;0,3;2;4,2;6,2;0;15,7;623;49
22/01/2023 12:00;15;4;3,5;0;115;12,6;0,3;2,2;4;6,3;0;16,7;724;47
22/01/2023 13:00;12;1;3,4;0;132;11,6;0,3;2,9;4,5;7,4;0;17,7;771;45
22/01/2023 14:00;19;7;3,4;0;141;11,3;0,3;3,5;5,1;8,6;0;18,1;699;44
22/01/2023 15:00;23;8;3,3;0;144;11,2;0,4;3,3;5,3;8,6;0;17;442;48
22/01/2023 16:00;19;15;3,4;0;147;11,2;0,3;2,6;4,7;7,4;0;16,9;376;49
22/01/2023 17:00;24;10;3,8;0;143;11,6;0,3;2,6;4,5;7,1;0;16,7;316;50
22/01/2023 18:00;17;16;3,3;0;143;11,2;0,4;3,1;5,4;8,5;0;14,9;107;56
22/01/2023 19:00;19;10;1,9;0;151;9,4;0,4;3,5;8,1;11,6;0;13,3;19;62
22/01/2023 20:00;23;15;0,9;0;175;6,8;0,5;4,6;12,2;16,8;0;12,3;0;66
22/01/2023 21:00;18;10;1;0;187;6,4;0,5;4,4;12,1;16,5;0;11,9;0;68
22/01/2023 22:00;24;6;0,9;0;188;6,8;0,4;3,1;10,5;13,6;0;11,4;0;70
22/01/2023 23:00;13;9;0,5;0;165;5,2;0,4;3,7;12,2;15,9;0;10,6;0;73
23/01/2023 0:00;11;11;0,8;0;123;3,9;0,4;3,6;11;14,6;0;9,9;0;77
23/01/2023 1:00;11;10;1,5;0;115;4,1;0,3;2;6,7;8,7;0;9,4;0;79
23/01/2023 2:00;10;7;2;0;111;4,5;0,2;0,8;3,7;4,4;0;9,2;0;80
23/01/2023 3:00;17;6;1,9;0;110;4,4;0,1;0,5;3;3,5;0;8,9;0;80
23/01/2023 4:00;10;4;1,6;0;110;4;0,1;0,6;3,3;3,9;0;8,7;0;81
23/01/2023 5:00;14;6;1,2;0;108;3;0,2;2;5,7;7,7;0;8,8;0;81
23/01/2023 6:00;28;8;0,3;0;73;1,1;0,4;10,9;11,9;22,8;0;9,2;0;81
23/01/2023 7:00;34;12;0,5;0;36;0,3;0,7;24,8;16,5;41,3;0;9,7;2;78
23/01/2023 8:00;23;14;0,7;0;107;3,2;0,7;19,7;13,7;33,3;0;10,6;24;74
